item_category,item_condition,item_postcode,item_available_timer,distance,n_views,n_likes,item_available
other,poor,14195,52,28081,1312,157,0
other,like_new,12203,51,25987,1286,141,0
other,acceptable,13593,80,24224,408,12,0
other,acceptable,13583,51,4932,175,12,1
clothes,acceptable,10719,13,27641,368,51,1
kids,acceptable,13349,63,24483,1169,222,0
other,acceptable,10629,80,24647,1065,0,0
furniture,good,13086,54,27322,1616,161,1
clothes,poor,13129,34,19123,2000,40,1
kitchen_utensils,poor,12489,57,28893,1067,32,1
kids,good,13591,26,18114,568,39,1
furniture,like_new,13469,49,14112,1841,239,1
furniture,like_new,10243,38,31101,1010,121,0
furniture,like_new,12305,77,828,686,48,1
clothes,poor,12205,37,8711,132,17,1
kids,acceptable,14199,15,9625,1797,161,1
other,good,13439,87,20361,702,84,0
furniture,good,12309,51,15276,417,66,1
kitchen_utensils,poor,10587,64,29718,213,14,0
kids,poor,12351,34,16833,1734,173,1
furniture,good,10779,41,16563,1562,171,0
kids,good,12437,2,25419,1542,0,0
other,acceptable,10785,38,2675,618,86,1
other,like_new,12053,98,14309,39,0,1
furniture,like_new,10551,83,17270,712,14,0
other,poor,14199,48,20130,1892,170,1
clothes,good,12355,26,10919,448,17,0
kids,good,13353,98,26508,1928,173,0
clothes,good,12157,78,26420,300,45,1
furniture,like_new,14197,17,30051,1979,79,1
clothes,like_new,14197,21,9613,1186,213,0
kitchen_utensils,good,12247,86,8940,1117,11,1
furniture,poor,14109,62,5353,1638,98,0
kitchen_utensils,like_new,10585,28,18431,1056,21,0
furniture,like_new,10551,2,17488,148,17,1
other,acceptable,12159,97,27271,11,0,0
kitchen_utensils,acceptable,13439,89,31716,965,28,1
kitchen_utensils,acceptable,12249,30,13791,373,33,1
other,good,13581,29,11890,1682,50,1
other,acceptable,12349,52,11924,1464,131,0
other,good,12355,72,29678,1642,82,1
furniture,like_new,12353,7,5221,61,4,0
furniture,poor,12435,29,12405,1101,44,0
kitchen_utensils,good,12489,88,13160,1539,15,1
clothes,acceptable,12355,77,14567,188,22,1
kids,like_new,10249,50,9970,410,4,1
furniture,poor,12527,72,11499,55,4,1
kitchen_utensils,poor,10557,1,19403,252,30,1
kids,poor,12167,25,13585,1245,87,0
clothes,acceptable,12105,44,5060,1535,122,1
kitchen_utensils,good,13627,16,12901,171,27,1
clothes,like_new,12557,83,9762,722,79,1
other,good,12689,80,27847,1061,53,1
kitchen_utensils,poor,10551,46,6179,1744,156,1
furniture,poor,10789,84,17545,117,15,1
furniture,poor,14129,56,19116,1310,248,0
kitchen_utensils,poor,13409,95,8201,979,9,0
furniture,good,13595,80,10557,194,9,0
clothes,like_new,13359,19,5054,1167,0,0
clothes,good,10825,79,6812,415,74,1
clothes,poor,12353,95,5213,1916,95,1
furniture,like_new,13156,45,9062,260,26,1
kids,acceptable,10585,17,5928,555,11,1
clothes,like_new,10781,50,3396,1435,86,1
kids,acceptable,12157,79,8311,615,61,0
kitchen_utensils,good,10179,60,24962,1798,269,0
clothes,acceptable,10317,76,1638,1920,0,1
other,like_new,12555,73,26072,1649,148,1
other,poor,13159,27,11914,803,72,1
kids,like_new,12309,84,27522,58,11,0
kitchen_utensils,acceptable,13439,73,28331,560,106,0
kitchen_utensils,poor,13469,27,24567,1010,121,1
furniture,poor,12053,95,3781,384,7,0
furniture,poor,14059,50,9074,1728,241,1
kids,acceptable,10317,22,30089,1457,218,1
kitchen_utensils,acceptable,13127,36,12701,359,46,0
other,good,13599,94,16570,705,112,1
furniture,poor,12351,38,31405,696,69,0
furniture,poor,10243,31,976,1857,315,1
furniture,poor,13051,55,9670,448,49,0
clothes,acceptable,12209,51,21110,628,0,0
other,good,12209,9,1786,463,60,1
clothes,acceptable,10829,3,16090,1370,219,1
kitchen_utensils,good,12353,13,23058,632,107,0
kitchen_utensils,good,12355,13,20667,1230,49,1
kids,poor,14163,89,26972,253,37,0
clothes,like_new,13629,49,20945,1765,211,0
other,poor,12279,15,4306,1318,0,1
kitchen_utensils,poor,10829,59,15492,717,71,0
furniture,acceptable,13156,95,26996,1834,330,0
clothes,good,10555,64,3290,909,72,0
other,poor,10247,19,24000,1665,233,0
furniture,acceptable,12157,57,22846,830,41,1
kids,like_new,10997,41,24700,372,48,1
furniture,like_new,10247,55,25354,1560,249,0
other,acceptable,12205,95,25381,1708,153,0
kitchen_utensils,poor,14169,47,2212,1633,130,0
other,like_new,12109,36,27360,407,24,1
clothes,acceptable,13053,64,2495,782,39,1
clothes,like_new,10717,68,21357,753,82,1
other,like_new,12559,88,29168,155,18,1
other,acceptable,12355,98,2921,1717,17,0
clothes,like_new,13469,13,24527,434,26,1
kids,good,12047,97,28340,1925,154,0
kids,poor,13465,32,11420,1749,244,1
clothes,acceptable,14059,58,16926,925,148,1
other,acceptable,12101,66,7786,1075,53,0
kids,poor,13125,92,30487,439,83,1
clothes,like_new,13591,6,14188,1228,110,0
furniture,like_new,12587,15,3271,1725,189,1
kids,acceptable,10553,88,24332,313,56,1
other,good,10997,96,13003,1927,38,0
kitchen_utensils,good,14165,76,13599,498,29,0
kids,poor,10585,57,12535,670,127,1
clothes,good,12157,84,18327,197,23,0
other,good,13585,33,31587,1842,110,0
kitchen_utensils,acceptable,13583,22,16355,624,18,0
other,good,10249,51,462,683,20,1
clothes,like_new,13439,17,12594,1672,200,1
furniture,good,12555,66,28262,1082,183,1
kids,good,13129,29,14551,1185,189,0
furniture,good,13129,2,24045,711,78,0
furniture,like_new,10823,78,27086,1953,0,0
furniture,poor,12167,47,16304,899,143,1
furniture,good,12353,10,16377,1096,175,1
furniture,acceptable,10823,63,15353,804,32,1
kitchen_utensils,acceptable,10997,14,28755,610,0,1
kitchen_utensils,poor,13088,99,16469,1021,10,1
clothes,acceptable,14109,11,22217,1680,302,1
other,good,13509,45,10442,1575,299,1
furniture,like_new,12053,63,27772,664,33,1
furniture,like_new,12249,43,15828,397,11,0
clothes,acceptable,13189,46,9145,966,9,1
furniture,acceptable,10779,12,3066,1068,10,1
clothes,acceptable,13347,35,20427,1131,33,0
furniture,acceptable,12619,68,16270,125,1,1
other,good,10829,56,25185,333,59,1
furniture,poor,12105,37,14464,1518,106,1
kitchen_utensils,acceptable,10783,84,15216,1870,299,0
kids,acceptable,12623,85,17415,362,0,1
furniture,like_new,12157,73,26898,1743,69,0
kitchen_utensils,like_new,14167,22,16881,1066,21,1
kids,acceptable,12043,63,12196,651,84,1
furniture,like_new,12209,58,7401,720,129,1
other,poor,10629,70,31378,1523,76,1
other,like_new,12045,15,11081,1003,160,0
clothes,like_new,13507,77,1551,1353,27,0
kitchen_utensils,good,10365,24,8336,655,124,0
furniture,good,12165,67,20357,1662,99,1
kitchen_utensils,like_new,10439,17,9661,1829,237,0
kitchen_utensils,good,14199,20,2201,496,14,0
kitchen_utensils,like_new,10317,77,30496,278,52,0
kitchen_utensils,like_new,13055,92,8539,516,25,0
kids,poor,12307,96,28903,354,53,1
clothes,like_new,13509,2,11686,1041,10,0
kids,good,14057,3,26535,1142,22,0
clothes,acceptable,14163,65,24621,464,51,0
other,acceptable,14165,91,3447,1507,135,1
clothes,like_new,12359,94,8295,1368,54,1
furniture,good,13593,24,18972,1488,282,0
clothes,good,10551,48,30859,280,33,0
kitchen_utensils,like_new,13469,52,534,637,6,0
furniture,good,13627,62,17971,191,0,1
other,good,10409,60,15209,1976,237,1
furniture,poor,12627,80,18820,1207,96,1
kids,acceptable,10318,90,10854,244,41,0
other,acceptable,12489,14,11156,523,0,0
furniture,like_new,13347,34,279,318,0,0
kids,good,10249,59,178,1803,306,0
clothes,acceptable,12203,94,30541,1048,41,0
kitchen_utensils,acceptable,12349,90,7416,1790,125,0
kids,like_new,12109,72,28251,1491,283,0
other,like_new,12524,20,16889,903,135,0
other,good,13599,29,6017,1598,175,1
other,like_new,10785,77,14546,1827,219,0
furniture,acceptable,14167,76,16463,90,15,0
kids,good,12621,8,22579,252,25,0
clothes,acceptable,10625,77,27800,767,130,1
furniture,poor,10623,96,8078,21,2,1
clothes,good,12209,41,22975,1282,51,0
kids,like_new,12359,90,12476,310,37,1
furniture,like_new,10585,1,26117,1929,57,1
clothes,acceptable,10435,97,24781,337,23,0
furniture,like_new,13589,97,28651,1065,117,1
kitchen_utensils,like_new,13086,9,13583,1322,251,1
furniture,like_new,12161,22,30314,1209,96,0
other,acceptable,10717,54,4652,1535,138,1
kitchen_utensils,good,12689,44,12228,1203,180,0
kitchen_utensils,poor,14059,8,17551,1473,103,1
kids,good,13189,50,21940,1188,83,1
other,good,12439,20,30091,1014,182,0
other,like_new,10317,36,29928,1295,90,0
kitchen_utensils,like_new,12524,94,1208,1439,187,0
kitchen_utensils,acceptable,10625,66,31038,443,17,0
other,acceptable,12203,37,17443,1122,67,1
furniture,acceptable,12249,97,29374,931,46,1
kitchen_utensils,poor,13591,69,26622,1244,161,0
kitchen_utensils,like_new,12683,99,16224,1604,48,0
other,like_new,10249,48,7554,1786,285,0
other,acceptable,13435,39,892,1984,158,1
clothes,poor,13507,86,473,1883,169,0
clothes,acceptable,13581,91,18210,800,136,0
kitchen_utensils,poor,13467,91,20436,495,34,1
furniture,poor,10629,79,27007,1019,20,1
clothes,like_new,13503,75,15948,242,21,0
furniture,acceptable,10625,12,23428,369,25,0
furniture,like_new,12351,1,21194,1884,113,1
furniture,poor,12047,90,2268,466,18,0
other,good,10777,6,15523,234,14,1
kids,good,12587,98,27093,109,2,0
furniture,acceptable,14167,48,1247,1297,103,0
furniture,acceptable,12161,54,13170,1503,210,0
furniture,acceptable,12527,8,6165,1416,269,1
kids,acceptable,12103,82,12351,1669,100,0
clothes,acceptable,14199,74,14138,1381,138,0
clothes,acceptable,10719,67,13267,660,85,0
furniture,poor,10997,54,25040,1211,169,1
kids,like_new,12163,96,30875,710,85,0
other,acceptable,13055,68,31153,1447,101,0
furniture,acceptable,13357,0,6304,1387,0,0
kitchen_utensils,acceptable,12205,29,30944,787,78,1
clothes,like_new,13589,64,21802,1771,123,0
kids,good,10407,13,9426,1579,63,1
kids,like_new,12681,25,7232,854,34,1
other,acceptable,10785,70,10393,1588,254,1
furniture,acceptable,10965,62,14228,1520,167,1
other,acceptable,13055,0,26372,1312,118,0
other,like_new,12205,10,13366,1344,241,0
kitchen_utensils,acceptable,13437,32,6412,1148,160,0
clothes,poor,10243,21,25828,1571,109,1
clothes,acceptable,12524,91,15365,1581,237,1
kids,acceptable,13357,85,4201,162,12,1
kids,acceptable,13585,18,775,1680,100,0
kitchen_utensils,like_new,10625,25,20920,553,55,0
kitchen_utensils,good,10625,89,14552,1831,164,1
furniture,like_new,13599,91,9119,1584,31,1
clothes,like_new,12359,67,8237,299,2,1
furniture,acceptable,10777,22,30120,1274,0,0
kids,poor,10247,5,12329,204,22,0
other,like_new,10369,44,27011,433,73,0
other,good,13507,11,19459,365,40,0
kitchen_utensils,poor,13353,22,23804,1229,196,1
kids,acceptable,12439,58,6585,1337,213,0
kids,like_new,12107,66,3153,324,3,1
furniture,poor,13347,0,4700,1363,54,1
clothes,good,13439,81,18049,33,6,1
furniture,poor,10405,48,16866,1476,88,0
clothes,poor,14193,50,21922,231,16,0
kitchen_utensils,poor,12555,56,7463,926,27,1
clothes,poor,12351,95,18607,160,4,1
kitchen_utensils,good,12059,5,20949,1840,147,0
kitchen_utensils,acceptable,10711,70,8510,435,73,1
kitchen_utensils,like_new,12683,68,23225,401,76,1
other,poor,12045,10,20726,1667,33,1
clothes,poor,12057,62,14699,1290,206,0
kids,good,12459,25,2317,1013,111,1
clothes,good,10713,75,2484,1278,25,0
furniture,good,14167,25,12791,817,98,1
kids,good,13629,26,3967,1914,229,0
other,good,10247,93,27235,1058,74,1
kids,acceptable,12163,72,2068,1611,144,1
kids,like_new,10407,31,26325,192,28,0
other,like_new,13129,47,9755,158,15,0
furniture,good,12623,99,12957,437,39,1
clothes,like_new,12355,10,15835,1881,56,0
furniture,good,10585,82,5233,987,98,1
other,good,12526,33,24380,1564,78,1
other,like_new,12207,56,6400,806,72,0
furniture,acceptable,10783,93,11715,1513,75,1
kitchen_utensils,good,12053,88,8358,1581,126,0
kids,poor,12051,62,19871,1851,314,0
kids,like_new,12557,55,9803,1988,79,0
kids,good,13051,12,16142,21,2,0
kids,like_new,12049,2,13401,190,9,0
other,poor,14129,60,15417,277,44,0
kids,like_new,14052,80,20344,436,8,0
other,like_new,12439,42,14864,290,52,1
kitchen_utensils,good,12524,27,20110,1721,309,0
kitchen_utensils,acceptable,13057,98,19072,1371,246,0
kids,acceptable,12349,28,8854,740,29,1
other,acceptable,13509,55,19251,1679,0,1
clothes,poor,12163,24,19682,1790,17,0
kitchen_utensils,good,10437,79,27218,1429,0,1
other,poor,12526,80,9661,960,153,1
furniture,good,12163,46,19996,1259,0,0
other,acceptable,12203,27,1286,1430,271,1
other,acceptable,12487,33,1920,731,51,1
clothes,good,14055,94,24641,166,29,0
clothes,like_new,12109,49,939,918,73,1
kitchen_utensils,acceptable,10585,87,15060,1525,61,0
other,poor,13086,76,28668,679,88,1
kids,good,10435,70,2293,423,8,0
clothes,like_new,12109,23,4779,521,72,1
kitchen_utensils,like_new,12161,71,1129,840,151,1
clothes,like_new,13156,78,21256,1078,129,0
kitchen_utensils,good,13059,19,5622,697,20,1
other,good,13357,45,2876,1229,233,0
furniture,good,12161,11,27327,392,15,0
kitchen_utensils,good,10589,9,17241,1801,90,1
furniture,like_new,14089,29,2339,41,5,1
other,like_new,13187,12,20286,1290,12,0
other,poor,10781,92,15460,1697,16,0
furniture,poor,10318,27,21691,1465,263,0
furniture,like_new,12049,11,14399,1049,115,1
clothes,like_new,13437,56,21856,1898,360,1
furniture,good,12489,5,28737,129,16,1
kids,acceptable,10823,23,11243,115,19,1
kitchen_utensils,good,14167,67,21257,690,13,1
clothes,like_new,12349,53,26184,1915,38,0
clothes,poor,12047,11,23338,112,17,0
kids,acceptable,10317,16,28520,457,18,0
clothes,poor,13409,45,16652,998,139,1
kitchen_utensils,acceptable,10557,43,14525,1008,110,0
furniture,acceptable,12161,99,11672,1608,112,1
kitchen_utensils,acceptable,13507,24,4613,592,106,1
clothes,good,14055,36,20823,833,116,1
clothes,poor,12555,83,13180,1556,77,0
clothes,poor,12629,14,9313,449,85,0
clothes,acceptable,12621,23,5828,1899,75,1
furniture,acceptable,12347,90,19808,1132,79,1
other,poor,12687,32,7970,961,57,1
kids,acceptable,13627,89,5045,1601,224,1
kitchen_utensils,poor,12057,37,10319,127,3,0
clothes,like_new,14167,54,1872,308,46,0
kids,like_new,12105,62,10971,80,8,0
furniture,acceptable,13347,37,18842,72,1,1
kitchen_utensils,poor,10967,10,24799,1222,195,1
furniture,poor,10997,79,9990,1254,175,0
kitchen_utensils,good,13057,54,8688,1402,266,0
clothes,like_new,10369,83,27219,1330,53,0
furniture,good,12351,10,19787,1322,52,1
kids,poor,12587,49,6274,1297,129,0
kitchen_utensils,acceptable,14167,85,28803,519,0,1
kitchen_utensils,like_new,13127,69,20693,452,67,1
other,good,14052,53,9043,1008,100,0
kitchen_utensils,like_new,10965,61,21987,1434,186,1
kids,like_new,13187,6,25920,1623,113,1
clothes,acceptable,10437,70,9394,1462,0,0
other,poor,13593,10,12152,793,23,0
clothes,poor,10589,51,24932,549,87,1
furniture,like_new,10707,15,31456,0,0,1
other,good,12101,97,29647,1102,55,0
clothes,good,13057,75,27476,762,83,1
other,like_new,12557,31,12225,956,143,0
other,acceptable,13059,87,10392,1714,85,0
furniture,good,12247,6,9363,124,7,0
clothes,good,12305,87,7994,1012,182,1
kids,acceptable,14089,71,20518,1020,20,1
clothes,like_new,13347,92,12629,340,51,1
kids,poor,12103,2,11989,197,31,1
clothes,good,13403,47,9511,1024,174,0
other,good,13507,56,17628,1909,248,0
clothes,like_new,12587,99,19583,1486,44,1
kids,poor,12683,10,19683,1396,251,1
kids,acceptable,13439,61,7065,1507,210,0
kids,good,10825,89,4259,444,26,0
other,acceptable,12305,13,19783,734,117,0
kids,poor,13057,83,27406,494,39,1
kitchen_utensils,acceptable,12053,68,1561,1013,121,1
furniture,poor,12047,50,10441,126,16,1
other,like_new,13051,60,2933,1452,246,1
clothes,like_new,13187,6,7571,619,92,1
other,like_new,12487,52,20070,726,29,0
other,good,12309,15,12940,1311,65,1
clothes,like_new,13057,54,20117,1950,58,0
other,good,13597,33,18605,1607,0,0
clothes,good,12685,48,30660,192,3,0
other,poor,10587,4,5290,28,1,1
other,acceptable,10785,17,11340,627,106,0
kitchen_utensils,like_new,10367,39,30273,790,134,1
kids,like_new,13353,90,9805,774,85,1
kids,poor,12437,30,22914,1172,105,1
clothes,acceptable,12249,51,6910,1945,369,1
kids,good,13467,77,550,1909,362,0
kitchen_utensils,acceptable,12629,86,17174,1414,0,0
clothes,good,14167,60,10691,912,63,0
clothes,good,10999,50,3875,853,136,0
kids,acceptable,12057,28,31063,487,53,1
clothes,poor,14050,3,21148,1034,124,0
kitchen_utensils,poor,12277,15,25469,1327,199,0
kids,like_new,12355,70,700,1914,133,0
furniture,poor,10243,33,25628,309,12,1
clothes,good,10789,75,16116,679,33,1
kids,poor,12163,58,25780,1736,0,0
furniture,good,14109,74,2453,1358,81,0
furniture,good,14169,67,8175,784,125,1
kitchen_utensils,like_new,13467,22,2172,963,28,0
furniture,poor,12437,70,6875,809,105,1
kids,poor,10405,33,21579,757,105,1
kids,good,10781,85,9564,1063,63,0
furniture,acceptable,13158,64,20775,1948,311,0
furniture,poor,12437,32,18865,1677,33,1
furniture,poor,13125,51,947,1627,178,1
kitchen_utensils,poor,13589,34,3878,339,40,0
other,like_new,10629,22,31864,914,63,1
clothes,acceptable,10969,27,8299,362,18,1
kitchen_utensils,like_new,12167,24,2995,1583,174,0
other,acceptable,13359,19,23260,1425,228,0
kids,poor,13439,45,3359,1379,165,0
furniture,like_new,13347,65,18812,1765,229,0
furniture,like_new,12351,54,87,1282,179,0
kids,acceptable,10787,46,29597,317,22,0
kitchen_utensils,like_new,12524,6,15065,654,0,0
kids,like_new,10963,65,12067,1040,10,0
other,poor,10709,2,19396,622,80,1
clothes,good,10243,52,3728,813,154,1
kitchen_utensils,acceptable,12163,8,28595,456,45,1
furniture,good,10623,3,30381,459,64,0
other,poor,13591,12,1364,1379,151,1
kitchen_utensils,poor,13159,98,27954,1650,280,1
clothes,good,13597,7,15161,632,6,1
clothes,good,12053,97,22220,1657,314,0
other,acceptable,10365,48,25808,964,0,0
kitchen_utensils,acceptable,10709,14,7750,994,159,1
furniture,acceptable,10317,92,11954,891,26,0
furniture,acceptable,10715,27,28681,997,139,0
kids,like_new,10178,8,25401,1027,123,0
kitchen_utensils,good,12305,38,9111,1526,76,1
kitchen_utensils,acceptable,14109,17,26499,167,15,1
kitchen_utensils,like_new,12627,63,26240,1571,15,1
clothes,like_new,14059,73,635,812,105,1
clothes,poor,13403,3,21730,1327,92,1
clothes,like_new,10589,77,9540,154,4,1
clothes,like_new,12159,52,9492,1787,178,0
clothes,like_new,13505,33,30312,1215,206,1
kitchen_utensils,poor,13159,71,2242,130,6,0
other,poor,12167,56,6165,73,12,1
other,good,12557,6,3116,500,30,0
kitchen_utensils,poor,10559,35,28841,897,44,0
kitchen_utensils,like_new,13127,85,8679,1579,126,0
kitchen_utensils,acceptable,10243,76,10065,672,53,1
kids,acceptable,12527,29,29768,1453,261,1
kitchen_utensils,acceptable,14169,1,10287,1500,180,0
furniture,like_new,13585,76,12519,1443,101,0
furniture,good,12109,89,16321,236,7,1
furniture,acceptable,12627,4,11818,1941,0,1
kitchen_utensils,good,10963,82,28305,1044,83,0
clothes,good,10559,67,2106,5,0,1
clothes,acceptable,13059,39,23274,1675,83,0
kids,like_new,12209,23,2906,446,84,1
furniture,like_new,10559,50,18884,1027,51,0
clothes,poor,10178,29,7373,1604,240,0
other,acceptable,13055,63,31553,648,6,0
furniture,poor,14089,30,14466,776,31,1
clothes,like_new,13597,85,17036,245,26,0
furniture,like_new,10553,44,12615,774,54,0
other,like_new,13589,26,3172,1118,55,1
clothes,acceptable,13355,82,28455,1806,216,0
furniture,good,12055,30,7209,669,13,0
kids,acceptable,13187,78,31662,952,47,0
clothes,acceptable,10961,47,9675,1321,250,1
kids,like_new,12489,27,11973,871,8,1
other,good,12351,6,14270,762,7,1
kids,like_new,10559,25,20591,505,10,1
kitchen_utensils,like_new,14167,98,16458,1436,28,0
kids,good,10243,81,21846,1954,351,1
kitchen_utensils,good,10625,37,5542,57,3,0
clothes,like_new,14193,8,23326,689,20,1
furniture,like_new,12685,16,25276,1152,138,1
kitchen_utensils,like_new,10783,68,21654,1308,183,0
kitchen_utensils,acceptable,10435,32,1399,714,121,0
other,good,10367,82,7353,1835,55,1
furniture,poor,10825,98,5754,1880,225,1
kitchen_utensils,acceptable,12623,26,24295,202,28,1
other,acceptable,13627,98,31783,764,106,0
clothes,poor,14167,80,3153,0,0,1
kids,good,12305,26,4760,873,165,0
other,good,10435,29,30147,1701,51,0
other,like_new,12689,94,21424,1016,172,1
other,acceptable,10587,83,30738,1086,0,1
kids,acceptable,12305,98,12740,63,5,0
clothes,acceptable,12051,77,23524,1711,239,0
clothes,acceptable,10781,1,25878,210,12,0
kids,poor,12307,84,22350,298,32,1
kitchen_utensils,like_new,10587,39,8312,1435,243,1
